pair,i,sign,kz,wd,hour_ny,sweep_min,mss,t_mss,mss_in_hour,fvg,cls_60,depth_60,swept_60,ce_60,inval_60,target_60,h1_dir,h1_directional,race_ph,race_ext1,race_open,ret_before,ret_any,sweep_depth_atr
USDJPY,6521,1,NY_AM,Wed,9,0,True,8.0,True,True,cont_no_retrace,0.3456790123455014,True,True,True,False,True,False,fail,fail,target,True,True,0.265279583875243
USDJPY,6522,1,NY_AM,Wed,10,16,True,18.0,True,True,cont_no_retrace,0.045045045045252655,False,False,False,True,False,False,target,target,target,False,True,0.041693811074969105
USDJPY,6522,-1,NY_AM,Wed,10,0,True,11.0,True,True,cont_no_retrace,0.1344086021505631,True,True,True,True,True,False,target,fail,target,False,True,0.45863192182421575
USDJPY,6538,1,London,Thu,2,1,True,17.0,True,True,retrace_cont,0.6363636363635524,True,True,True,False,False,False,fail,fail,target,True,True,0.37015926236383895
USDJPY,6539,1,London,Thu,3,0,True,5.0,True,True,cont_no_retrace,0.40804597701146705,True,True,True,False,False,False,fail,fail,target,True,True,0.1041485853150722
USDJPY,6544,1,NY_AM,Thu,8,22,True,52.0,True,True,cont_no_retrace,0.015267175572483476,False,False,False,True,False,False,target,target,target,False,False,0.42333216905343246
USDJPY,6544,-1,NY_AM,Thu,8,8,True,19.0,True,True,retrace_cont,0.3757575757576008,True,True,True,True,True,False,target,target,target,True,True,0.18861334264763735
USDJPY,6545,-1,NY_AM,Thu,9,10,True,15.0,True,True,retrace_cont,0.8924731182796554,True,True,True,False,False,False,fail,fail,fail,True,True,0.12208384493946729
USDJPY,6546,-1,NY_AM,Thu,10,7,True,16.0,True,True,retrace_cont,1.115606936416262,True,True,True,False,False,False,fail,fail,target,True,True,0.21531815916254218
USDJPY,6610,1,London,Tue,2,8,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
USDJPY,6612,-1,London,Tue,4,2,True,8.0,True,True,retrace_cont,0.3968253968253825,False,True,False,False,True,False,neither,target,target,True,True,0.1945661700263241
USDJPY,6616,-1,NY_AM,Tue,8,0,True,23.0,True,True,retrace_cont,0.7032967032968749,True,True,True,True,False,False,fail,fail,target,True,True,0.49457123864386016
USDJPY,6634,1,London,Wed,2,0,True,17.0,True,True,cont_no_retrace,0.4313725490195423,False,True,False,True,True,True,target,target,target,True,True,0.22001170275013326
USDJPY,6636,-1,London,Wed,4,13,True,24.0,True,True,retrace_fail,2.540229885057505,True,True,True,False,False,False,fail,fail,fail,True,True,0.004728132387729438
USDJPY,6640,1,NY_AM,Wed,8,20,True,25.0,True,True,cont_no_retrace,0.17948717948730095,True,True,True,False,False,False,fail,fail,target,True,True,0.0692041522490724
USDJPY,6641,1,NY_AM,Wed,9,19,True,57.0,True,True,cont_no_retrace,0.07692307692318905,False,False,False,False,False,False,neither,neither,target,True,True,0.6354609929079389
USDJPY,6642,-1,NY_AM,Wed,10,7,True,34.0,True,True,cont_no_retrace,0.08490566037750015,False,False,False,True,True,False,target,target,target,False,False,0.1301133563331191
USDJPY,6658,1,London,Thu,2,15,True,29.0,True,True,retrace_cont,1.075471698113572,True,True,True,True,False,False,fail,fail,fail,True,True,0.10051736881002901
USDJPY,6659,-1,London,Thu,3,20,True,43.0,True,True,cont_no_retrace,0.12087912087906254,False,False,False,True,True,False,target,target,target,False,False,0.23088923556946428
USDJPY,6660,1,London,Thu,4,8,True,30.0,True,True,cont_no_retrace,0.06666666666650876,False,False,False,False,False,False,neither,target,target,False,False,0.28353898661076365
USDJPY,6664,1,NY_AM,Thu,8,2,True,8.0,True,True,cont_no_retrace,0.015151515151156291,True,True,True,True,True,False,target,target,target,False,True,0.06960556844561117
USDJPY,6664,-1,NY_AM,Thu,8,21,True,39.0,True,True,cont_no_retrace,0.12844036697248265,True,True,True,True,False,False,target,fail,target,False,True,1.4547563805104837
USDJPY,6665,1,NY_AM,Thu,9,20,True,44.0,True,True,cont_no_retrace,0.058365758754868116,False,False,False,True,True,False,target,neither,target,False,False,0.8715620827770205
USDJPY,6665,-1,NY_AM,Thu,9,8,True,15.0,True,True,cont_no_retrace,0.41208791208787693,True,True,True,True,False,False,target,target,target,False,True,0.31401869158883167
USDJPY,6666,-1,NY_AM,Thu,10,23,True,30.0,True,True,cont_no_retrace,0.03225806451609946,True,True,True,False,False,False,fail,fail,fail,True,True,0.2572227399814814
USDJPY,6730,-1,London,Tue,2,1,True,12.0,True,True,cont_no_retrace,0.05405405405404713,True,True,True,False,False,False,fail,fail,target,True,True,0.22714562271461974
USDJPY,6731,1,London,Tue,3,28,True,37.0,True,True,cont_no_retrace,0.10471204188473573,False,False,False,False,False,False,neither,target,target,False,False,0.26181818181805305
USDJPY,6732,-1,London,Tue,4,14,True,20.0,True,True,cont_no_retrace,0.32038834951468637,True,True,True,False,False,False,fail,fail,fail,True,True,0.28471411901986976
USDJPY,6736,1,NY_AM,Tue,8,1,True,8.0,True,False,noFVG_cont,0.13513513513498981,False,False,False,True,True,False,target,target,target,False,False,0.02907580477676032
USDJPY,6736,-1,NY_AM,Tue,8,21,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
USDJPY,6738,-1,NY_AM,Tue,10,0,True,8.0,True,False,noFVG_cont,0.20270270270248472,True,False,False,False,False,False,fail,fail,target,False,False,0.18753117206992748
USDJPY,6754,-1,London,Wed,2,1,True,55.0,True,True,cont_no_retrace,0.13580246913576782,False,False,False,True,True,True,target,target,target,False,False,0.039991668402465375
USDJPY,6755,1,London,Wed,3,3,True,19.0,True,True,cont_no_retrace,0.08219178082191247,True,True,True,False,True,False,fail,fail,target,True,True,0.2678571428572078
USDJPY,6756,-1,London,Wed,4,9,True,21.0,True,True,cont_no_retrace,0.2528735632183232,True,True,True,False,True,False,fail,fail,target,True,True,0.22620169651268188
USDJPY,6761,-1,NY_AM,Wed,9,18,True,25.0,True,True,retrace_cont,0.4680851063828243,True,True,True,True,True,False,fail,fail,target,True,True,0.10593103448288975
USDJPY,6762,1,NY_AM,Wed,10,2,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
USDJPY,6778,-1,London,Thu,2,0,True,7.0,True,True,cont_no_retrace,0.17796610169480911,True,True,True,False,False,False,fail,fail,target,True,True,0.28661749209699555
USDJPY,6780,-1,London,Thu,4,0,True,15.0,True,True,retrace_cont,0.45000000000007107,True,True,True,False,True,False,fail,fail,target,True,True,0.4148936170213327
USDJPY,6784,-1,NY_AM,Thu,8,20,True,26.0,True,True,cont_no_retrace,0.056179775280848644,True,True,True,False,False,False,fail,fail,target,True,True,0.05644402634060187
USDJPY,6785,-1,NY_AM,Thu,9,26,True,39.0,True,True,cont_no_retrace,0.1913043478259967,True,True,True,False,False,False,fail,fail,fail,True,True,0.1500915192190254
USDJPY,6786,-1,NY_AM,Thu,10,0,True,15.0,True,True,cont_no_retrace,0.16774193548375385,True,True,True,False,False,False,fail,fail,target,True,True,0.4644930772666237
USDJPY,6850,1,London,Tue,2,21,True,44.0,True,True,cont_no_retrace,0.03846153846118109,True,True,True,False,False,False,fail,fail,fail,True,True,0.2093023255814047
USDJPY,6850,-1,London,Tue,2,1,True,20.0,True,True,cont_no_retrace,0.09433962264142849,False,False,False,True,True,True,target,neither,target,False,False,0.026162790697551657
USDJPY,6851,1,London,Tue,3,29,True,48.0,True,True,cont_no_retrace,0.1392405063290456,True,True,True,False,True,False,fail,fail,target,True,True,0.35529237601795033
USDJPY,6852,1,London,Tue,4,12,True,17.0,True,True,retrace_cont,1.1707317073172083,True,True,True,False,False,False,fail,fail,fail,True,True,0.01856148491861847
USDJPY,6856,-1,NY_AM,Tue,8,22,True,3.0,False,True,cont_no_retrace,0.287671232876499,False,True,False,False,False,False,neither,neither,target,True,True,0.7993501218523528
USDJPY,6858,1,NY_AM,Tue,10,0,True,13.0,True,True,cont_no_retrace,0.043478260869471194,False,False,False,False,False,False,neither,neither,target,False,False,0.7619047619045715
USDJPY,6875,1,London,Wed,3,10,True,55.0,True,True,cont_no_retrace,0.10434782608695223,False,True,True,True,True,False,target,neither,target,True,True,0.20525815647756218
USDJPY,6876,-1,London,Wed,4,22,True,56.0,True,True,cont_no_retrace,0.2142857142857868,False,False,False,True,False,False,target,target,target,False,False,0.8017648912700281
USDJPY,6880,-1,NY_AM,Wed,8,11,True,23.0,True,True,retrace_cont,0.3611111111107383,True,True,True,False,False,False,fail,fail,target,True,True,0.10813374436790239
USDJPY,6881,-1,NY_AM,Wed,9,1,True,51.0,True,True,retrace_cont,0.8333333333334912,False,True,True,False,False,False,neither,neither,target,True,True,0.5717008099094472
USDJPY,6882,1,NY_AM,Wed,10,28,True,38.0,True,True,cont_no_retrace,0.16923076923070868,True,True,True,False,False,False,fail,fail,fail,True,True,0.14167650531290166
USDJPY,6898,-1,London,Thu,2,1,True,9.0,True,True,retrace_cont,0.2499999999995559,True,True,True,False,True,False,fail,target,target,True,True,0.09992193598745538
USDJPY,6899,-1,London,Thu,3,8,True,26.0,True,True,cont_no_retrace,0.23529411764699326,True,True,True,False,False,False,fail,fail,fail,True,True,0.3529411764706673
USDJPY,6904,1,NY_AM,Thu,8,5,True,17.0,True,False,noFVG_cont,1.041666666666272,True,False,False,True,False,False,fail,fail,fail,False,False,0.5119529238692626
USDJPY,6904,-1,NY_AM,Thu,8,30,True,37.0,True,True,retrace_cont,0.13513513513524586,False,True,True,True,True,True,target,target,target,False,True,0.02648032364852692
USDJPY,6905,1,NY_AM,Thu,9,0,True,2.0,True,True,retrace_cont,0.6804123711339873,False,True,True,False,True,False,neither,neither,target,True,True,0.20338983050848275
USDJPY,6968,-1,London,Tue,2,0,True,39.0,True,True,cont_no_retrace,0.3999999999999188,False,False,False,True,True,False,target,neither,target,False,False,0.41168289290656507
USDJPY,6969,1,London,Tue,3,0,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
USDJPY,6974,1,NY_AM,Tue,8,13,True,23.0,True,True,retrace_cont,0.36170212765951015,True,True,True,False,False,False,fail,fail,target,True,True,0.15338730293978511
USDJPY,6975,1,NY_AM,Tue,9,23,True,40.0,True,True,cont_no_retrace,0.16949152542358184,True,True,True,True,True,False,target,fail,target,False,True,0.282471626733838
USDJPY,6976,1,NY_AM,Tue,10,14,True,47.0,True,True,retrace_fail,2.083333333333136,True,True,True,False,False,False,fail,fail,fail,True,True,0.3609022556391149
USDJPY,6992,-1,London,Wed,2,0,True,8.0,True,True,cont_no_retrace,0.027027027027151592,True,True,True,False,False,False,fail,fail,target,True,True,0.15522388059707587
USDJPY,6993,-1,London,Wed,3,11,True,34.0,True,True,cont_no_retrace,0.3235294117652222,True,True,True,False,False,False,fail,fail,fail,True,True,0.6506024096385635
USDJPY,6994,-1,London,Wed,4,0,True,15.0,True,False,noFVG_cont,1.2222222222224854,True,False,False,False,False,False,fail,fail,fail,False,False,0.5498007968126462
USDJPY,6998,1,NY_AM,Wed,8,8,True,26.0,True,True,cont_no_retrace,0.12000000000004547,False,False,False,True,True,True,target,target,target,False,False,0.325678496868237
USDJPY,6999,-1,NY_AM,Wed,9,2,True,5.0,True,True,cont_no_retrace,0.36363636363607005,True,True,True,False,False,False,fail,fail,target,True,True,0.13636363636393264
USDJPY,7017,1,London,Thu,3,0,True,29.0,True,True,cont_no_retrace,0.16176470588232836,False,False,False,True,True,False,target,target,target,False,False,0.43176831943830657
USDJPY,7018,-1,London,Thu,4,0,True,30.0,True,True,cont_no_retrace,0.20000000000008744,False,True,True,False,False,False,neither,neither,target,True,True,0.590769230769037
USDJPY,7022,1,NY_AM,Thu,8,0,True,27.0,True,True,cont_no_retrace,0.018018018018101063,False,False,False,True,True,False,target,neither,target,False,False,0.8594164456235254
USDJPY,7023,-1,NY_AM,Thu,9,1,True,28.0,True,True,cont_no_retrace,0.10714285714329216,False,True,False,True,True,True,target,target,target,True,True,0.22986504135849756
USDJPY,7024,1,NY_AM,Thu,10,25,True,54.0,True,True,cont_no_retrace,0.03797468354412164,False,True,True,False,False,False,neither,target,target,True,True,1.119930222416336
USDJPY,7088,-1,London,Tue,2,24,True,47.0,True,True,retrace_cont,0.5263157894730544,False,True,True,False,False,False,neither,neither,target,True,True,0.10041841004196787
USDJPY,7090,-1,London,Tue,4,0,True,11.0,True,False,noFVG_cont,0.3478260869570053,True,False,False,False,True,False,fail,fail,target,False,False,0.18035426731092621
USDJPY,7096,1,NY_AM,Tue,10,25,True,46.0,True,True,retrace_fail,2.682926829267557,True,True,True,False,True,False,fail,fail,target,True,True,0.45141065830725025
USDJPY,7112,-1,London,Wed,2,0,True,15.0,True,False,noFVG_cont,0.33333333333243104,True,False,False,False,False,False,fail,fail,target,False,False,0.21133736928991725
USDJPY,7114,-1,London,Wed,4,30,True,49.0,True,True,cont_no_retrace,0.19047619047561043,True,True,True,False,False,False,fail,fail,fail,True,True,0.36984039625782444
USDJPY,7119,1,NY_AM,Wed,9,11,True,18.0,True,True,cont_no_retrace,0.4411764705884074,True,True,True,True,True,True,fail,fail,target,False,True,0.08721986674742406
USDJPY,7119,-1,NY_AM,Wed,9,29,True,46.0,True,False,noFVG_stall,1.1376146788990649,True,False,False,False,False,False,fail,fail,fail,False,False,9.666868564505684
USDJPY,7137,-1,London,Thu,3,0,True,12.0,True,True,retrace_fail,3.730769230770093,True,True,True,False,False,False,fail,fail,fail,True,True,0.5499377334992673
USDJPY,7138,-1,London,Thu,4,4,True,13.0,True,True,cont_no_retrace,0.25490196078412797,False,True,True,False,True,False,neither,neither,target,True,True,0.10280818657782055
USDJPY,7142,-1,NY_AM,Thu,8,14,True,36.0,True,True,cont_no_retrace,0.43975903614463197,True,True,False,True,False,False,target,fail,target,False,True,0.08454425363271242
USDJPY,7143,1,NY_AM,Thu,9,1,True,17.0,True,False,noFVG_cont,0.5794392523365628,True,False,False,True,False,False,fail,fail,target,False,False,0.2878560719639273
USDJPY,7143,-1,NY_AM,Thu,9,30,True,31.0,True,False,noFVG_cont,0.2026578073090018,False,False,False,True,True,True,target,neither,target,False,False,0.22103234097240046
USDJPY,7208,-1,London,Tue,2,17,True,32.0,True,True,cont_no_retrace,0.06896551724168347,True,True,True,False,False,False,fail,fail,fail,True,True,0.042999744049173796
USDJPY,7209,-1,London,Tue,3,14,True,46.0,True,True,cont_no_retrace,0.07246376811585846,False,False,False,False,False,False,neither,target,neither,False,False,1.5103184713376832
USDJPY,7214,-1,NY_AM,Tue,8,0,True,34.0,True,True,cont_no_retrace,0.07936507936498627,False,True,True,False,False,False,neither,target,target,True,True,0.6184638478859685
USDJPY,7215,1,NY_AM,Tue,9,30,True,41.0,True,True,retrace_cont,0.7600000000000455,True,True,True,True,True,False,target,target,target,True,True,0.1068249258160275
USDJPY,7216,-1,NY_AM,Tue,10,0,True,38.0,True,True,cont_no_retrace,0.5127388535032006,False,False,False,True,True,False,target,target,target,False,False,0.4411522633745323
USDJPY,7232,-1,London,Wed,2,21,True,45.0,True,True,cont_no_retrace,0.5185185185188694,False,False,False,True,True,False,target,target,target,False,False,0.145263157894712
USDJPY,7233,1,London,Wed,3,0,True,17.0,True,True,cont_no_retrace,0.14285714285726714,True,True,True,False,False,False,fail,fail,fail,True,True,0.9399311987297991
USDJPY,7238,-1,NY_AM,Wed,8,0,True,5.0,True,True,cont_no_retrace,-0.037037037037231976,True,True,True,False,False,False,fail,fail,target,False,True,0.03244997295832654
USDJPY,7239,-1,NY_AM,Wed,9,7,True,30.0,True,True,cont_no_retrace,0.3399999999998408,False,True,False,True,True,False,target,target,target,True,True,0.256860592755321
USDJPY,7240,1,NY_AM,Wed,10,5,True,34.0,True,True,cont_no_retrace,0.08163265306131327,False,False,False,True,True,False,target,neither,target,False,False,0.5399999999999309
USDJPY,7256,-1,London,Thu,2,14,True,30.0,True,True,cont_no_retrace,0.189189189189293,False,False,False,True,True,False,target,target,target,False,False,0.2905736523493941
USDJPY,7257,1,London,Thu,3,5,True,35.0,True,True,cont_no_retrace,0.05960264900671476,False,False,False,False,False,False,neither,neither,target,False,False,1.3058419243986135
USDJPY,7258,-1,London,Thu,4,6,True,39.0,True,True,cont_no_retrace,0.08163265306131327,True,True,True,False,True,False,fail,fail,target,True,True,0.11522168878845018
USDJPY,7262,-1,NY_AM,Thu,8,15,True,48.0,True,True,cont_no_retrace,0.11494252873554206,False,True,False,True,True,False,target,target,target,False,True,0.2163419598718974
USDJPY,7328,-1,London,Tue,2,7,True,25.0,True,True,cont_no_retrace,0.050000000000213166,True,True,True,False,False,False,fail,fail,fail,True,True,0.24742268041231144
USDJPY,7329,1,London,Tue,3,15,True,31.0,True,True,retrace_cont,1.114754098360778,True,True,True,True,False,False,fail,fail,target,True,True,0.21951219512174958
USDJPY,7330,-1,London,Tue,4,1,True,46.0,True,True,cont_no_retrace,0.09090909090912447,True,True,True,False,False,False,fail,fail,fail,True,True,1.152119700748518
USDJPY,7334,1,NY_AM,Tue,8,15,False,,False,False,,,False,False,False,False,True,False,,,,False,False,
USDJPY,7336,-1,NY_AM,Tue,10,6,True,45.0,True,True,cont_no_retrace,0.6279069767441883,False,False,False,True,True,True,target,neither,target,False,False,0.6692607003891788
USDJPY,7352,-1,London,Wed,2,24,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
USDJPY,7353,-1,London,Wed,3,1,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
USDJPY,7354,1,London,Wed,4,13,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
USDJPY,7354,-1,London,Wed,4,1,True,12.0,True,True,retrace_fail,0.7860696517412549,False,True,False,True,True,False,target,neither,target,False,True,0.321223709368922
USDJPY,7358,-1,NY_AM,Wed,8,6,True,7.0,True,True,retrace_cont,0.5238095238102972,True,True,True,False,True,False,fail,fail,target,True,True,0.05497022446169936
USDJPY,7359,1,NY_AM,Wed,9,15,False,,False,False,,,False,False,False,False,True,False,,,,False,False,
USDJPY,7359,-1,NY_AM,Wed,9,5,True,16.0,True,True,retrace_fail,0.7567567567567719,False,True,False,True,False,False,target,neither,target,False,True,2.506469500924186
USDJPY,7376,-1,London,Thu,2,3,True,43.0,True,True,cont_no_retrace,0.07272727272709421,False,False,False,False,False,False,neither,target,neither,False,False,0.9410160245483209
USDJPY,7382,1,NY_AM,Thu,8,2,True,15.0,True,True,cont_no_retrace,0.2580645161292984,False,True,True,False,True,False,neither,neither,target,True,True,0.17181906931330984
USDJPY,7383,1,NY_AM,Thu,9,30,True,31.0,True,True,retrace_cont,0.41569767441861377,False,True,True,True,True,False,target,neither,target,False,True,1.4489402697494516
USDJPY,7383,-1,NY_AM,Thu,9,11,True,30.0,True,True,retrace_fail,1.4733333333334413,True,True,True,True,False,False,fail,fail,fail,False,True,0.22350674373793333
USDJPY,7448,1,London,Tue,2,21,True,45.0,True,True,cont_no_retrace,0.1428571428570901,False,True,True,True,True,True,target,target,target,True,True,0.041963911036518475
USDJPY,7449,-1,London,Tue,3,0,True,1.0,True,False,noFVG_stall,1.4957983193277111,True,False,False,False,True,False,fail,fail,target,False,False,0.00383111182054014
USDJPY,7450,1,London,Tue,4,27,True,19.0,False,True,cont_no_retrace,0.21691973969630743,False,False,False,True,True,False,target,neither,target,False,False,0.474308300395223
USDJPY,7450,-1,London,Tue,4,5,True,26.0,True,True,cont_no_retrace,0.3287671232875628,False,True,True,True,False,False,target,target,target,False,True,0.11462450592889657
USDJPY,7455,1,NY_AM,Tue,9,13,True,30.0,True,True,retrace_cont,0.19376391982185998,False,False,False,True,True,True,target,neither,target,False,True,0.27132269815351007
USDJPY,7456,-1,NY_AM,Tue,10,0,True,3.0,True,False,noFVG_stall,1.2061855670102806,True,False,False,False,True,False,fail,fail,fail,False,False,0.017490586663428384
USDJPY,7474,-1,London,Wed,4,4,True,15.0,True,True,cont_no_retrace,0.09803921568615431,False,False,False,False,True,True,neither,target,target,False,False,0.04530438886272675
USDJPY,7479,1,NY_AM,Wed,9,0,True,15.0,True,True,retrace_cont,0.35064935064955677,True,True,True,True,False,False,target,fail,target,False,True,0.1854022376131912
USDJPY,7479,-1,NY_AM,Wed,9,16,True,23.0,True,True,cont_no_retrace,0.24137931034454033,False,False,False,True,True,True,target,target,target,False,False,0.07671816728822957
USDJPY,7480,1,NY_AM,Wed,10,13,True,55.0,True,True,retrace_cont,1.729411764705908,True,True,True,False,False,False,fail,fail,fail,True,True,1.894736842105252
USDJPY,7496,1,London,Thu,2,22,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
USDJPY,7497,1,London,Thu,3,4,True,24.0,True,False,noFVG_cont,0.5106382978723919,False,False,False,False,False,False,neither,neither,neither,False,False,0.8151447661469806
USDJPY,7502,1,NY_AM,Thu,8,0,True,5.0,True,True,cont_no_retrace,0.21518987341764864,True,True,True,False,False,False,fail,fail,target,True,True,0.049913941480249344
USDJPY,7503,1,NY_AM,Thu,9,14,True,19.0,True,False,noFVG_cont,0.46478873239419705,True,False,False,False,False,False,fail,fail,fail,False,False,0.1516561349906398
USDJPY,7568,1,London,Tue,2,1,True,20.0,True,True,cont_no_retrace,0.0603448275862428,False,False,False,False,True,False,neither,neither,target,False,False,0.21247892074199667
USDJPY,7569,-1,London,Tue,3,0,True,9.0,True,True,retrace_cont,0.7011494252871986,False,True,False,True,True,True,target,target,target,True,True,0.12972972972978108
USDJPY,7570,1,London,Tue,4,22,True,58.0,True,False,noFVG_cont,0.9298245614036574,True,False,False,False,False,False,fail,fail,fail,False,False,1.208740894901087
USDJPY,7574,1,NY_AM,Tue,8,1,True,8.0,True,True,cont_no_retrace,-0.01851851851860624,True,True,True,False,True,False,fail,fail,target,True,True,0.16992733370602922
USDJPY,7575,-1,NY_AM,Tue,9,2,True,15.0,True,True,retrace_cont,0.12244897959189592,False,True,False,True,True,False,target,target,target,True,True,0.3025762835738567
USDJPY,7576,1,NY_AM,Tue,10,2,True,36.0,True,True,cont_no_retrace,0.1091954022988778,True,True,True,False,False,False,fail,fail,target,True,True,0.6484052532833251
USDJPY,7592,-1,London,Wed,2,11,True,29.0,True,True,cont_no_retrace,0.421052631578908,True,True,True,False,True,False,fail,fail,fail,False,True,0.1358205826869993
USDJPY,7593,1,London,Wed,3,0,True,6.0,True,True,retrace_cont,0.630630630630626,False,True,True,True,True,True,target,target,target,True,True,0.22453752923656506
USDJPY,7593,-1,London,Wed,3,17,True,24.0,True,True,retrace_cont,0.6610169491528363,True,True,True,True,False,False,target,target,target,True,True,0.08675313629595878
USDJPY,7594,-1,London,Wed,4,0,True,30.0,True,True,cont_no_retrace,0.07857142857138942,True,True,True,False,False,False,fail,fail,target,True,True,0.4321041214751873
USDJPY,7598,-1,NY_AM,Wed,8,20,True,35.0,True,True,cont_no_retrace,0.447761194030009,True,True,True,False,False,False,fail,fail,fail,True,True,0.4989122552573282
USDJPY,7599,-1,NY_AM,Wed,9,0,True,15.0,True,False,noFVG_cont,0.12195121951209367,True,False,False,False,False,False,fail,fail,fail,False,False,0.524526469159796
USDJPY,7617,-1,London,Thu,3,4,True,58.0,True,True,cont_no_retrace,0.19696969696976874,True,True,True,False,False,False,fail,fail,fail,True,True,1.0125565042692644
USDJPY,7622,1,NY_AM,Thu,8,29,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
USDJPY,7622,-1,NY_AM,Thu,8,7,True,28.0,True,True,cont_no_retrace,0.12499999999991118,False,False,False,True,True,False,target,target,target,False,False,0.0326530612244605
USDJPY,7623,1,NY_AM,Thu,9,23,True,54.0,True,True,cont_no_retrace,0.040229885057498485,False,False,False,False,False,False,neither,neither,neither,False,False,1.9983511953833393
USDJPY,7689,-1,London,Tue,3,3,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
USDJPY,7694,-1,NY_AM,Tue,8,12,True,38.0,True,True,retrace_cont,0.8484848484849268,True,True,True,False,False,False,fail,fail,target,True,True,0.24903920061478688
USDJPY,7695,1,NY_AM,Tue,9,10,True,30.0,True,True,retrace_fail,1.4617414248020772,True,True,True,True,True,False,target,fail,target,False,True,0.018390804597788867
USDJPY,7695,-1,NY_AM,Tue,9,30,True,12.0,False,True,cont_no_retrace,0.183098591549308,False,False,False,True,False,False,target,neither,target,False,False,2.9517241379310004
USDJPY,7696,1,NY_AM,Tue,10,12,True,22.0,True,True,retrace_cont,0.3774834437085744,False,False,False,False,False,False,neither,neither,neither,True,True,1.4867256637166604
USDJPY,7712,1,London,Wed,2,2,True,30.0,True,True,cont_no_retrace,0.016260162601473848,False,False,False,False,False,False,neither,neither,target,True,True,1.3289902280131567
USDJPY,7713,-1,London,Wed,3,15,True,23.0,True,True,cont_no_retrace,0.2786885245901945,True,True,True,True,False,False,fail,fail,fail,True,True,0.06731068868796103
USDJPY,7714,1,London,Wed,4,4,True,8.0,True,True,cont_no_retrace,0.27397260273983803,True,True,True,False,False,False,fail,fail,target,True,True,0.12604263206669833
USDJPY,7718,1,NY_AM,Wed,8,1,True,11.0,True,True,retrace_cont,2.015151515151587,True,True,True,False,False,False,fail,fail,fail,True,True,0.35724743777440027
USDJPY,7719,1,NY_AM,Wed,9,5,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
USDJPY,7737,-1,London,Thu,3,1,True,21.0,True,True,retrace_cont,0.7680000000000291,True,True,True,False,False,False,fail,fail,target,True,True,0.2478218780251078
USDJPY,7738,-1,London,Thu,4,1,True,23.0,True,True,cont_no_retrace,0.2519083969464655,True,True,True,False,False,False,fail,fail,target,True,True,0.1787043931497215
USDJPY,7742,-1,NY_AM,Thu,8,23,True,36.0,True,True,cont_no_retrace,0.12149532710285339,True,True,True,True,False,False,fail,fail,fail,True,True,0.5368770764119586
USDJPY,7743,1,NY_AM,Thu,9,30,True,31.0,True,False,noFVG_cont,0.13108614232208662,False,False,False,True,True,True,target,target,target,False,False,0.1182266009851893
USDJPY,7743,-1,NY_AM,Thu,9,2,True,12.0,True,True,cont_no_retrace,0.1896551724137424,True,True,True,True,False,False,target,target,target,False,True,0.0683087027914145
USDJPY,7744,-1,NY_AM,Thu,10,1,True,28.0,True,True,cont_no_retrace,0.15436241610735565,True,True,True,False,False,False,fail,fail,target,True,True,0.22854582119645062
USDJPY,7808,1,London,Tue,2,3,True,12.0,True,True,retrace_fail,5.477611940297766,True,True,True,False,False,False,fail,fail,target,True,True,0.015742866513686157
USDJPY,7809,1,London,Tue,3,8,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
USDJPY,7810,1,London,Tue,4,10,True,26.0,True,True,cont_no_retrace,0.10465116279085139,False,True,False,False,False,False,neither,target,neither,True,True,0.5597014925374393
USDJPY,7814,-1,NY_AM,Tue,8,11,True,39.0,True,True,retrace_cont,0.6470588235296084,True,True,True,False,False,False,fail,fail,fail,True,True,0.3724743777452171
USDJPY,7815,-1,NY_AM,Tue,9,6,True,32.0,True,True,cont_no_retrace,0.5856353591161114,True,True,True,True,False,False,target,fail,target,False,True,0.49870129870131297
USDJPY,7816,1,NY_AM,Tue,10,8,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
USDJPY,7816,-1,NY_AM,Tue,10,1,True,11.0,True,True,cont_no_retrace,0.4133738601823837,False,False,False,True,True,False,target,neither,target,False,False,0.29526813880116126
USDJPY,7833,-1,London,Wed,3,6,True,38.0,True,True,cont_no_retrace,0.3548387096776707,False,True,True,False,False,False,neither,target,neither,True,True,0.5720476706391789
USDJPY,7838,-1,NY_AM,Wed,8,4,True,15.0,True,False,noFVG_cont,0.3953488372091486,True,False,False,False,False,False,fail,fail,fail,False,False,0.42738716610393906
USDJPY,7840,1,NY_AM,Wed,10,20,True,54.0,True,True,retrace_cont,0.2555555555558187,False,True,True,False,False,False,neither,neither,neither,True,True,1.1936978683966966
USDJPY,7857,1,London,Thu,3,6,True,42.0,True,True,cont_no_retrace,0.21621621621644457,True,True,True,False,False,False,fail,fail,fail,True,True,0.7492365117069326
